id_evento,timestamp,tipo_evento,servicio,usuario,hostname,ip_origen,ip_destino,hora_evento,es_horario_laboral,ip_origen_es_privada,usuario_privilegiado,host_critico,conteo_eventos_ip_ventana,conteo_usuarios_distintos_ip,conteo_hosts_distintos_ip,conteo_fallidos_ventana,servicio_sensible,severidad_inicial,resultado,clase_evento_ml
EVT-ML-1580,2026-06-13T23:04:00Z,ssh_authentication,ssh,devops,srv-app-01,10.10.30.21,10.10.30.21,23,0,1,1,1,9,1,2,6,1,Media,fallido,fallido
EVT-ML-1581,2026-06-13T12:48:00Z,ssh_authentication,ssh,root,srv-auth-01,203.0.113.45,10.10.30.21,12,1,0,1,1,7,1,1,5,1,Baja,fallido,fallido
EVT-ML-1582,2026-06-13T11:40:00Z,process_creation,os,backup,srv-db-01,10.10.30.21,10.10.50.23,11,1,1,1,1,6,1,2,0,1,Baja,permitido,normal
EVT-ML-1583,2026-06-13T18:18:00Z,ssh_authentication,ssh,oracle,srv-auth-01,10.10.40.12,10.10.40.12,18,1,1,1,1,5,2,1,0,1,Media,permitido,normal
EVT-ML-1584,2026-06-13T18:45:00Z,network_connection,http,backup,srv-auth-01,172.16.10.20,10.10.20.15,18,1,1,1,1,21,3,2,14,0,Alta,detectado,sospechoso
EVT-ML-1585,2026-06-13T07:28:00Z,file_access,os,admin,srv-auth-01,192.0.2.55,10.10.20.20,7,0,0,1,1,29,5,3,16,1,Media,fallido,sospechoso
EVT-ML-1586,2026-06-13T09:22:00Z,ssh_authentication,ssh,test,srv-auth-01,203.0.113.88,10.10.50.23,9,1,0,0,1,8,4,2,8,1,Media,fallido,fallido
EVT-ML-1587,2026-06-13T16:18:00Z,dns_query,dns,analyst,ws-analyst-07,10.10.40.12,8.8.8.8,16,1,1,0,0,2,1,2,1,0,Baja,permitido,normal
EVT-ML-1588,2026-06-13T13:00:00Z,file_access,os,test,srv-app-01,192.168.10.44,10.10.20.20,13,1,1,0,1,1,1,2,0,1,Media,permitido,normal
EVT-ML-1589,2026-06-13T09:04:00Z,process_creation,os,analyst,ws-analyst-07,192.168.10.44,8.8.8.8,9,1,1,0,0,6,1,1,0,1,Media,permitido,normal
EVT-ML-1590,2026-06-13T17:34:00Z,network_connection,https,admin,srv-app-01,192.0.2.44,10.10.20.20,17,1,0,1,1,6,1,2,1,0,Baja,observado,normal
EVT-ML-1591,2026-06-13T23:07:00Z,process_creation,os,oracle,srv-app-01,192.0.2.55,10.10.30.21,23,0,0,1,1,12,7,3,18,1,Critica,fallido,sospechoso
EVT-ML-1592,2026-06-13T08:52:00Z,ssh_authentication,ssh,admin,ws-analyst-07,192.168.10.44,10.10.30.21,8,1,1,1,0,2,1,2,0,1,Baja,observado,normal
EVT-ML-1593,2026-06-13T07:06:00Z,powershell_activity,powershell,deploy,srv-auth-01,192.0.2.14,10.10.20.15,7,0,0,1,1,29,9,2,15,1,Alta,bloqueado,sospechoso
EVT-ML-1594,2026-06-13T04:46:00Z,process_creation,os,ubuntu,srv-auth-01,10.10.50.23,10.10.20.20,4,0,1,0,1,2,2,2,0,1,Baja,permitido,normal
EVT-ML-1595,2026-06-13T15:49:00Z,file_access,os,test,srv-auth-01,10.10.20.20,8.8.8.8,15,1,1,0,1,2,1,1,0,1,Baja,permitido,normal
EVT-ML-1596,2026-06-13T11:26:00Z,ssh_authentication,ssh,admin,srv-auth-01,10.10.20.15,10.10.30.21,11,1,1,1,1,10,1,1,6,1,Baja,fallido,fallido
EVT-ML-1597,2026-06-13T03:22:00Z,process_creation,os,analyst,srv-web-01,172.16.10.20,10.10.20.20,3,0,1,0,1,6,2,2,1,1,Baja,observado,normal
EVT-ML-1598,2026-06-13T19:31:00Z,data_exfiltration,smb,root,srv-auth-01,203.0.113.200,10.10.20.15,19,0,0,1,1,17,8,5,21,1,Alta,detectado,sospechoso
EVT-ML-1599,2026-06-13T10:51:00Z,ssh_authentication,ssh,test,srv-auth-01,10.10.20.20,10.10.20.15,10,1,1,0,1,4,1,2,0,1,Baja,permitido,normal
EVT-ML-1600,2026-06-13T18:31:00Z,ssh_authentication,ssh,soporte,ws-analyst-07,10.10.30.21,10.10.20.15,18,1,1,0,0,1,1,1,0,1,Baja,permitido,normal
EVT-ML-1601,2026-06-13T14:17:00Z,process_creation,os,soporte,srv-app-01,10.10.20.20,10.10.40.12,14,1,1,0,1,1,2,1,0,1,Media,observado,normal
EVT-ML-1602,2026-06-13T18:38:00Z,dns_query,dns,deploy,ws-analyst-07,192.168.10.44,10.10.20.20,18,1,1,1,0,1,1,1,0,0,Baja,permitido,normal
EVT-ML-1603,2026-06-13T01:51:00Z,file_access,os,admin,srv-db-01,192.0.2.55,10.10.20.15,1,0,0,1,1,13,5,4,11,1,Media,bloqueado,sospechoso
EVT-ML-1604,2026-06-13T19:59:00Z,network_connection,https,devops,srv-web-01,10.10.20.20,8.8.8.8,19,0,1,1,1,22,8,5,5,0,Media,detectado,sospechoso
EVT-ML-1605,2026-06-13T15:04:00Z,network_connection,http,devops,srv-web-01,192.168.10.44,10.10.50.23,15,1,1,1,1,3,2,2,1,0,Baja,observado,normal
EVT-ML-1606,2026-06-13T01:43:00Z,data_exfiltration,ftp,test,srv-app-01,198.51.100.77,8.8.8.8,1,0,0,0,1,32,5,2,22,1,Alta,fallido,sospechoso
EVT-ML-1607,2026-06-13T03:08:00Z,dns_query,dns,admin,srv-auth-01,198.51.100.77,10.10.40.12,3,0,0,1,1,9,3,3,1,0,Media,fallido,fallido
EVT-ML-1608,2026-06-13T12:55:00Z,process_creation,os,ubuntu,srv-web-01,192.0.2.55,10.10.50.23,12,1,0,0,1,6,4,1,7,1,Media,bloqueado,fallido
EVT-ML-1609,2026-06-13T18:10:00Z,ssh_authentication,ssh,ubuntu,srv-db-01,10.10.40.12,10.10.20.20,18,1,1,0,1,12,2,1,7,1,Media,fallido,fallido
EVT-ML-1610,2026-06-13T07:05:00Z,file_access,os,devops,srv-auth-01,198.51.100.130,10.10.20.20,7,0,0,1,1,13,2,5,12,1,Critica,detectado,sospechoso
EVT-ML-1611,2026-06-13T13:09:00Z,ssh_authentication,ssh,devops,srv-auth-01,10.10.50.23,10.10.40.12,13,1,1,1,1,4,2,1,0,1,Baja,permitido,normal
EVT-ML-1612,2026-06-13T22:07:00Z,file_access,os,root,srv-app-01,203.0.113.88,10.10.40.12,22,0,0,1,1,18,9,6,21,1,Alta,detectado,sospechoso
EVT-ML-1613,2026-06-13T01:28:00Z,file_access,os,deploy,srv-db-01,10.10.20.15,10.10.30.21,1,0,1,1,1,24,8,2,4,1,Critica,detectado,sospechoso
EVT-ML-1614,2026-06-13T15:28:00Z,ssh_authentication,ssh,soporte,ws-analyst-07,10.10.40.12,10.10.30.21,15,1,1,0,0,6,2,1,0,1,Baja,observado,normal
EVT-ML-1615,2026-06-13T09:04:00Z,ssh_authentication,ssh,admin,ws-analyst-07,192.0.2.14,8.8.8.8,9,1,0,1,0,3,4,2,3,1,Media,observado,fallido
EVT-ML-1616,2026-06-13T09:26:00Z,ssh_authentication,ssh,devops,srv-web-01,192.168.10.44,10.10.20.15,9,1,1,1,1,6,1,2,0,1,Baja,observado,normal
EVT-ML-1617,2026-06-13T16:41:00Z,dns_query,dns,test,ws-analyst-07,10.10.20.20,10.10.30.21,16,1,1,0,0,6,2,2,0,0,Media,observado,normal
EVT-ML-1618,2026-06-13T08:48:00Z,network_connection,ftp,analyst,ws-analyst-07,10.10.40.12,8.8.8.8,8,1,1,0,0,5,2,2,0,1,Media,permitido,normal
EVT-ML-1619,2026-06-13T22:16:00Z,process_creation,os,devops,srv-db-01,10.10.20.15,10.10.30.21,22,0,1,1,1,9,4,3,9,1,Media,fallido,fallido
EVT-ML-1620,2026-06-13T09:35:00Z,file_access,os,soporte,srv-app-01,198.51.100.77,8.8.8.8,9,1,0,0,1,19,8,7,8,1,Critica,observado,sospechoso
EVT-ML-1621,2026-06-13T02:51:00Z,process_creation,os,analyst,srv-db-01,10.10.30.21,10.10.50.23,2,0,1,0,1,4,1,2,0,1,Baja,observado,normal
EVT-ML-1622,2026-06-13T17:44:00Z,network_connection,ftp,devops,ws-analyst-07,10.10.50.23,10.10.20.15,17,1,1,1,0,8,1,3,5,1,Media,fallido,fallido
EVT-ML-1623,2026-06-13T02:03:00Z,ssh_authentication,ssh,devops,srv-db-01,198.51.100.88,10.10.20.20,2,0,0,1,1,32,5,6,4,1,Critica,fallido,sospechoso
EVT-ML-1624,2026-06-13T04:42:00Z,process_creation,os,deploy,srv-auth-01,203.0.113.45,10.10.20.20,4,0,0,1,1,25,2,2,16,1,Alta,bloqueado,sospechoso
EVT-ML-1625,2026-06-13T15:21:00Z,file_access,os,ubuntu,ws-analyst-07,10.10.20.20,10.10.50.23,15,1,1,0,0,1,2,1,0,1,Media,permitido,normal
EVT-ML-1626,2026-06-13T14:12:00Z,file_access,os,ubuntu,ws-analyst-07,172.16.10.20,8.8.8.8,14,1,1,0,0,1,1,1,0,1,Baja,permitido,normal
EVT-ML-1627,2026-06-13T20:35:00Z,data_exfiltration,icmp,backup,srv-app-01,192.0.2.14,10.10.20.20,20,0,0,1,1,33,7,2,4,0,Alta,detectado,sospechoso
EVT-ML-1628,2026-06-13T08:48:00Z,ssh_authentication,ssh,soporte,srv-auth-01,10.10.20.15,10.10.50.23,8,1,1,0,1,6,1,1,0,1,Baja,observado,normal
EVT-ML-1629,2026-06-13T18:02:00Z,powershell_activity,powershell,root,srv-auth-01,192.0.2.14,10.10.20.20,18,1,0,1,1,23,4,6,6,1,Alta,detectado,sospechoso
EVT-ML-1630,2026-06-13T08:53:00Z,process_creation,os,test,srv-web-01,10.10.40.12,8.8.8.8,8,1,1,0,1,6,1,2,0,1,Baja,observado,normal
EVT-ML-1631,2026-06-13T12:00:00Z,file_access,os,analyst,ws-analyst-07,10.10.20.15,10.10.40.12,12,1,1,0,0,5,1,1,0,1,Baja,permitido,normal
EVT-ML-1632,2026-06-13T08:19:00Z,file_access,os,postgres,srv-db-01,198.51.100.130,8.8.8.8,8,1,0,1,1,27,4,3,24,1,Critica,detectado,sospechoso
EVT-ML-1633,2026-06-13T16:58:00Z,network_connection,https,test,srv-db-01,10.10.20.15,10.10.30.21,16,1,1,0,1,5,2,1,0,0,Baja,permitido,normal
EVT-ML-1634,2026-06-13T15:11:00Z,dns_query,dns,soporte,srv-web-01,10.10.20.20,10.10.20.15,15,1,1,0,1,2,2,1,0,0,Baja,permitido,normal
EVT-ML-1635,2026-06-13T14:18:00Z,ssh_authentication,ssh,oracle,srv-auth-01,10.10.20.20,10.10.20.15,14,1,1,1,1,5,1,2,0,1,Media,permitido,normal
EVT-ML-1636,2026-06-13T17:30:00Z,ssh_authentication,ssh,soporte,srv-app-01,203.0.113.88,10.10.30.21,17,1,0,0,1,8,8,3,24,1,Critica,detectado,sospechoso
EVT-ML-1637,2026-06-13T05:58:00Z,file_access,os,backup,srv-app-01,203.0.113.200,10.10.50.23,5,0,0,1,1,11,8,3,24,1,Critica,observado,sospechoso
EVT-ML-1638,2026-06-13T02:15:00Z,process_creation,os,ubuntu,srv-web-01,10.10.20.15,10.10.30.21,2,0,1,0,1,10,2,3,8,1,Media,fallido,fallido
EVT-ML-1639,2026-06-13T12:41:00Z,dns_query,dns,analyst,srv-auth-01,192.168.10.44,10.10.50.23,12,1,1,0,1,14,1,2,4,0,Baja,fallido,fallido
EVT-ML-1640,2026-06-13T16:15:00Z,dns_query,dns,devops,ws-analyst-07,10.10.50.23,10.10.50.23,16,1,1,1,0,1,1,2,0,0,Media,permitido,normal
EVT-ML-1641,2026-06-13T15:17:00Z,process_creation,os,ubuntu,srv-web-01,192.168.10.44,8.8.8.8,15,1,1,0,1,2,2,2,0,1,Baja,permitido,normal
EVT-ML-1642,2026-06-13T02:56:00Z,network_connection,https,ubuntu,srv-auth-01,10.10.50.23,8.8.8.8,2,0,1,0,1,5,4,1,2,0,Baja,bloqueado,fallido
EVT-ML-1643,2026-06-13T10:00:00Z,dns_query,dns,analyst,srv-web-01,10.10.50.23,8.8.8.8,10,1,1,0,1,5,1,2,1,0,Baja,observado,normal
EVT-ML-1644,2026-06-13T15:26:00Z,ssh_authentication,ssh,soporte,srv-app-01,198.51.100.77,10.10.50.23,15,1,0,0,1,12,1,3,8,1,Alta,fallido,fallido
EVT-ML-1645,2026-06-13T05:01:00Z,process_creation,os,analyst,srv-db-01,10.10.20.15,10.10.30.21,5,0,1,0,1,14,1,1,8,1,Alta,fallido,fallido
EVT-ML-1646,2026-06-13T15:53:00Z,file_access,os,deploy,srv-web-01,10.10.20.15,10.10.20.20,15,1,1,1,1,2,2,1,0,1,Baja,permitido,normal
EVT-ML-1647,2026-06-13T07:26:00Z,ssh_authentication,ssh,ubuntu,srv-db-01,203.0.113.200,10.10.50.23,7,0,0,0,1,9,3,2,7,1,Media,fallido,fallido
EVT-ML-1648,2026-06-13T15:44:00Z,process_creation,os,soporte,srv-app-01,10.10.50.23,10.10.50.23,15,1,1,0,1,4,1,2,0,1,Baja,permitido,normal
EVT-ML-1649,2026-06-13T09:13:00Z,process_creation,os,analyst,ws-analyst-07,10.10.20.20,10.10.50.23,9,1,1,0,0,11,4,3,5,1,Media,fallido,fallido
EVT-ML-1650,2026-06-13T08:56:00Z,network_connection,ftp,analyst,ws-analyst-07,10.10.40.12,10.10.40.12,8,1,1,0,0,6,2,1,5,1,Alta,fallido,fallido
EVT-ML-1651,2026-06-13T15:11:00Z,process_creation,os,ubuntu,srv-web-01,10.10.20.20,10.10.20.15,15,1,1,0,1,12,4,3,7,1,Baja,observado,fallido
EVT-ML-1652,2026-06-13T21:37:00Z,network_connection,ftp,analyst,srv-auth-01,10.10.40.12,10.10.20.15,21,0,1,0,1,2,2,1,0,1,Baja,permitido,normal
EVT-ML-1653,2026-06-13T02:36:00Z,network_connection,smb,ubuntu,srv-auth-01,203.0.113.200,8.8.8.8,2,0,0,0,1,12,1,3,3,1,Media,fallido,fallido
EVT-ML-1654,2026-06-13T05:59:00Z,dns_query,dns,root,ws-analyst-07,10.10.50.23,10.10.20.15,5,0,1,1,0,1,2,1,0,0,Baja,permitido,normal
EVT-ML-1655,2026-06-13T14:41:00Z,network_connection,http,analyst,srv-app-01,192.168.10.44,10.10.40.12,14,1,1,0,1,3,2,2,1,0,Baja,permitido,normal
EVT-ML-1656,2026-06-13T02:07:00Z,ssh_authentication,ssh,root,srv-app-01,192.168.10.44,10.10.40.12,2,0,1,1,1,8,4,2,9,1,Media,fallido,fallido
EVT-ML-1657,2026-06-13T14:54:00Z,network_connection,http,analyst,srv-app-01,198.51.100.130,10.10.40.12,14,1,0,0,1,2,1,2,0,0,Baja,permitido,normal
EVT-ML-1658,2026-06-13T21:06:00Z,powershell_activity,powershell,oracle,srv-web-01,198.51.100.88,10.10.50.23,21,0,0,1,1,21,5,5,20,1,Alta,detectado,sospechoso
EVT-ML-1659,2026-06-13T02:07:00Z,data_exfiltration,ftp,backup,ws-analyst-07,203.0.113.45,10.10.40.12,2,0,0,1,0,10,8,5,14,1,Media,bloqueado,sospechoso
EVT-ML-1660,2026-06-13T12:51:00Z,process_creation,os,ubuntu,ws-analyst-07,10.10.20.15,10.10.40.12,12,1,1,0,0,5,2,2,0,1,Baja,permitido,normal
EVT-ML-1661,2026-06-13T09:23:00Z,ssh_authentication,ssh,soporte,srv-web-01,10.10.30.21,10.10.50.23,9,1,1,0,1,6,3,3,7,1,Alta,bloqueado,fallido
EVT-ML-1662,2026-06-13T23:38:00Z,ssh_authentication,ssh,devops,ws-analyst-07,10.10.20.20,10.10.30.21,23,0,1,1,0,3,1,2,1,1,Baja,observado,normal
EVT-ML-1663,2026-06-13T21:53:00Z,dns_query,dns,analyst,srv-app-01,10.10.40.12,10.10.20.20,21,0,1,0,1,4,2,3,4,0,Media,fallido,fallido
EVT-ML-1664,2026-06-13T07:46:00Z,process_creation,os,analyst,srv-db-01,198.51.100.88,10.10.30.21,7,0,0,0,1,6,1,2,7,1,Baja,fallido,fallido
EVT-ML-1665,2026-06-13T16:02:00Z,process_creation,os,analyst,ws-analyst-07,10.10.40.12,8.8.8.8,16,1,1,0,0,6,2,2,1,1,Baja,permitido,normal
EVT-ML-1666,2026-06-13T15:21:00Z,ssh_authentication,ssh,ubuntu,srv-auth-01,203.0.113.88,10.10.40.12,15,1,0,0,1,9,1,1,4,1,Baja,fallido,fallido
EVT-ML-1667,2026-06-13T08:14:00Z,process_creation,os,admin,ws-analyst-07,10.10.20.15,8.8.8.8,8,1,1,1,0,2,2,1,0,1,Baja,observado,normal
EVT-ML-1668,2026-06-13T17:11:00Z,ssh_authentication,ssh,deploy,srv-web-01,192.0.2.14,10.10.30.21,17,1,0,1,1,17,2,2,20,1,Alta,exitoso,sospechoso
EVT-ML-1669,2026-06-13T17:42:00Z,dns_query,dns,ubuntu,srv-app-01,203.0.113.45,10.10.20.20,17,1,0,0,1,6,2,1,1,0,Baja,permitido,normal
EVT-ML-1670,2026-06-13T02:47:00Z,process_creation,os,devops,ws-analyst-07,172.16.10.20,10.10.20.15,2,0,1,1,0,8,4,2,1,1,Media,fallido,fallido
EVT-ML-1671,2026-06-13T15:29:00Z,process_creation,os,soporte,srv-app-01,10.10.30.21,8.8.8.8,15,1,1,0,1,2,2,2,2,1,Baja,observado,normal
EVT-ML-1672,2026-06-13T17:01:00Z,dns_query,dns,deploy,ws-analyst-07,10.10.30.21,10.10.40.12,17,1,1,1,0,3,2,1,0,0,Baja,permitido,normal
EVT-ML-1673,2026-06-13T10:59:00Z,network_connection,https,soporte,srv-app-01,203.0.113.200,10.10.20.20,10,1,0,0,1,12,3,1,4,0,Media,fallido,fallido
EVT-ML-1674,2026-06-13T14:50:00Z,network_connection,https,analyst,srv-web-01,10.10.20.20,10.10.30.21,14,1,1,0,1,6,1,2,0,0,Baja,permitido,normal
EVT-ML-1675,2026-06-13T15:38:00Z,dns_query,dns,root,srv-app-01,10.10.20.20,10.10.30.21,15,1,1,1,1,6,4,2,2,0,Alta,fallido,fallido
EVT-ML-1676,2026-06-13T16:51:00Z,ssh_authentication,ssh,ubuntu,srv-app-01,10.10.30.21,10.10.20.20,16,1,1,0,1,6,1,2,2,1,Media,permitido,normal
EVT-ML-1677,2026-06-13T02:10:00Z,process_creation,os,soporte,ws-analyst-07,192.0.2.55,8.8.8.8,2,0,0,0,0,5,2,2,1,1,Media,observado,normal
EVT-ML-1678,2026-06-13T23:20:00Z,data_exfiltration,icmp,deploy,srv-auth-01,10.10.50.23,10.10.20.15,23,0,1,1,1,34,9,5,13,0,Media,detectado,sospechoso
EVT-ML-1679,2026-06-13T14:08:00Z,network_connection,http,admin,srv-auth-01,192.0.2.44,10.10.20.20,14,1,0,1,1,7,3,3,7,0,Media,fallido,fallido
EVT-ML-1680,2026-06-13T08:54:00Z,process_creation,os,analyst,srv-auth-01,10.10.20.15,10.10.40.12,8,1,1,0,1,5,1,1,1,1,Baja,observado,normal
EVT-ML-1681,2026-06-13T18:06:00Z,dns_query,dns,ubuntu,ws-analyst-07,10.10.40.12,10.10.30.21,18,1,1,0,0,4,2,2,0,0,Baja,permitido,normal
EVT-ML-1682,2026-06-13T10:43:00Z,network_connection,http,analyst,ws-analyst-07,10.10.30.21,8.8.8.8,10,1,1,0,0,2,2,2,0,0,Baja,observado,normal
EVT-ML-1683,2026-06-13T05:26:00Z,powershell_activity,powershell,ubuntu,srv-web-01,198.51.100.77,10.10.40.12,5,0,0,0,1,18,6,2,7,1,Critica,observado,sospechoso
EVT-ML-1684,2026-06-13T13:57:00Z,dns_query,dns,root,ws-analyst-07,10.10.40.12,10.10.20.15,13,1,1,1,0,3,1,1,0,0,Media,observado,normal
EVT-ML-1685,2026-06-13T11:32:00Z,file_access,os,analyst,srv-web-01,203.0.113.88,8.8.8.8,11,1,0,0,1,4,1,2,0,1,Baja,permitido,normal
EVT-ML-1686,2026-06-13T09:53:00Z,network_connection,smb,soporte,srv-app-01,192.168.10.44,10.10.20.15,9,1,1,0,1,2,2,2,0,1,Baja,observado,normal
EVT-ML-1687,2026-06-13T09:31:00Z,ssh_authentication,ssh,analyst,srv-auth-01,10.10.50.23,10.10.40.12,9,1,1,0,1,10,1,1,7,1,Media,fallido,fallido
EVT-ML-1688,2026-06-13T04:38:00Z,dns_query,dns,root,srv-db-01,10.10.50.23,10.10.50.23,4,0,1,1,1,20,5,3,6,0,Alta,bloqueado,sospechoso
EVT-ML-1689,2026-06-13T13:57:00Z,dns_query,dns,analyst,srv-app-01,10.10.20.20,10.10.20.15,13,1,1,0,1,4,2,2,1,0,Baja,observado,normal
EVT-ML-1690,2026-06-13T12:44:00Z,process_creation,os,analyst,ws-analyst-07,10.10.50.23,10.10.50.23,12,1,1,0,0,5,2,2,0,1,Baja,observado,normal
EVT-ML-1691,2026-06-13T17:21:00Z,file_access,os,ubuntu,ws-analyst-07,10.10.30.21,10.10.20.20,17,1,1,0,0,4,2,2,1,1,Media,fallido,normal
EVT-ML-1692,2026-06-13T07:55:00Z,process_creation,os,soporte,srv-auth-01,192.168.10.44,10.10.40.12,7,0,1,0,1,9,4,2,2,1,Media,fallido,fallido
EVT-ML-1693,2026-06-13T09:03:00Z,network_connection,http,soporte,srv-app-01,10.10.20.15,10.10.20.15,9,1,1,0,1,6,1,2,0,0,Baja,permitido,normal
EVT-ML-1694,2026-06-13T10:33:00Z,ssh_authentication,ssh,soporte,srv-auth-01,198.51.100.130,8.8.8.8,10,1,0,0,1,6,2,2,0,1,Media,observado,normal
EVT-ML-1695,2026-06-13T18:48:00Z,data_exfiltration,icmp,oracle,srv-web-01,10.10.20.15,10.10.30.21,18,1,1,1,1,22,2,6,5,0,Media,observado,sospechoso
EVT-ML-1696,2026-06-13T17:36:00Z,dns_query,dns,admin,srv-auth-01,192.0.2.14,10.10.30.21,17,1,0,1,1,4,1,3,2,0,Media,fallido,fallido
EVT-ML-1697,2026-06-13T16:28:00Z,process_creation,os,analyst,srv-web-01,10.10.20.15,10.10.50.23,16,1,1,0,1,6,2,2,0,1,Baja,permitido,normal
EVT-ML-1698,2026-06-13T14:23:00Z,process_creation,os,analyst,srv-web-01,198.51.100.130,10.10.40.12,14,1,0,0,1,8,3,1,9,1,Media,fallido,fallido
EVT-ML-1699,2026-06-13T16:27:00Z,network_connection,https,admin,srv-web-01,203.0.113.45,10.10.30.21,16,1,0,1,1,7,4,3,4,0,Media,fallido,fallido
EVT-ML-1700,2026-06-13T21:24:00Z,ssh_authentication,ssh,admin,srv-web-01,198.51.100.88,10.10.40.12,21,0,0,1,1,17,9,3,9,1,Critica,detectado,sospechoso
EVT-ML-1701,2026-06-13T17:00:00Z,ssh_authentication,ssh,devops,srv-app-01,10.10.50.23,10.10.30.21,17,1,1,1,1,3,1,1,1,1,Baja,observado,normal
EVT-ML-1702,2026-06-13T23:58:00Z,data_exfiltration,icmp,devops,srv-app-01,192.0.2.14,10.10.40.12,23,0,0,1,1,17,9,5,12,0,Media,detectado,sospechoso
EVT-ML-1703,2026-06-13T08:23:00Z,file_access,os,analyst,srv-db-01,10.10.40.12,10.10.30.21,8,1,1,0,1,5,1,2,0,1,Baja,permitido,normal
EVT-ML-1704,2026-06-13T11:51:00Z,dns_query,dns,analyst,ws-analyst-07,192.168.10.44,10.10.50.23,11,1,1,0,0,5,2,1,1,0,Media,permitido,normal
EVT-ML-1705,2026-06-13T14:34:00Z,file_access,os,analyst,srv-auth-01,192.168.10.44,10.10.20.15,14,1,1,0,1,5,1,2,0,1,Media,permitido,normal
EVT-ML-1706,2026-06-13T23:52:00Z,network_connection,http,analyst,ws-analyst-07,10.10.40.12,10.10.20.20,23,0,1,0,0,16,4,7,22,0,Critica,detectado,sospechoso
EVT-ML-1707,2026-06-13T04:53:00Z,ssh_authentication,ssh,devops,srv-app-01,203.0.113.88,10.10.20.20,4,0,0,1,1,10,7,3,18,1,Critica,fallido,sospechoso
EVT-ML-1708,2026-06-13T05:22:00Z,powershell_activity,powershell,admin,srv-db-01,203.0.113.45,10.10.20.15,5,0,0,1,1,18,5,2,9,1,Media,detectado,sospechoso
EVT-ML-1709,2026-06-13T04:26:00Z,process_creation,os,ubuntu,srv-web-01,10.10.50.23,10.10.30.21,4,0,1,0,1,6,2,2,0,1,Baja,observado,normal
EVT-ML-1710,2026-06-13T16:11:00Z,file_access,os,test,srv-auth-01,10.10.20.15,10.10.20.20,16,1,1,0,1,4,2,2,0,1,Baja,observado,normal
EVT-ML-1711,2026-06-13T22:24:00Z,dns_query,dns,admin,ws-analyst-07,192.0.2.14,8.8.8.8,22,0,0,1,0,27,3,2,4,0,Critica,fallido,sospechoso
EVT-ML-1712,2026-06-13T20:25:00Z,dns_query,dns,admin,srv-db-01,192.0.2.14,10.10.50.23,20,0,0,1,1,12,4,7,5,0,Alta,detectado,sospechoso
EVT-ML-1713,2026-06-13T14:09:00Z,process_creation,os,devops,srv-db-01,10.10.20.20,8.8.8.8,14,1,1,1,1,16,9,6,5,1,Critica,detectado,sospechoso
EVT-ML-1714,2026-06-13T13:03:00Z,dns_query,dns,analyst,ws-analyst-07,10.10.20.20,10.10.20.20,13,1,1,0,0,1,1,2,1,0,Baja,permitido,normal
EVT-ML-1715,2026-06-13T18:39:00Z,dns_query,dns,ubuntu,srv-app-01,10.10.30.21,10.10.30.21,18,1,1,0,1,2,1,2,0,0,Baja,observado,normal
EVT-ML-1716,2026-06-13T07:11:00Z,network_connection,smb,admin,srv-db-01,203.0.113.200,10.10.30.21,7,0,0,1,1,3,4,2,5,1,Alta,fallido,fallido
EVT-ML-1717,2026-06-13T04:40:00Z,process_creation,os,admin,srv-auth-01,192.0.2.55,10.10.30.21,4,0,0,1,1,21,8,7,11,1,Alta,detectado,sospechoso
EVT-ML-1718,2026-06-13T14:32:00Z,file_access,os,ubuntu,srv-db-01,192.0.2.44,8.8.8.8,14,1,0,0,1,4,2,2,0,1,Media,observado,normal
EVT-ML-1719,2026-06-13T06:56:00Z,ssh_authentication,ssh,backup,srv-app-01,203.0.113.45,10.10.20.15,6,0,0,1,1,11,5,6,15,1,Media,fallido,sospechoso
EVT-ML-1720,2026-06-13T12:13:00Z,powershell_activity,powershell,deploy,srv-web-01,198.51.100.77,10.10.30.21,12,1,0,1,1,11,6,6,21,1,Critica,observado,sospechoso
EVT-ML-1721,2026-06-13T17:29:00Z,network_connection,ftp,devops,srv-auth-01,203.0.113.45,10.10.30.21,17,1,0,1,1,6,3,2,3,1,Media,fallido,fallido
EVT-ML-1722,2026-06-13T21:46:00Z,dns_query,dns,oracle,srv-auth-01,172.16.10.20,8.8.8.8,21,0,1,1,1,20,9,2,20,0,Alta,bloqueado,sospechoso
EVT-ML-1723,2026-06-13T15:37:00Z,ssh_authentication,ssh,deploy,srv-auth-01,198.51.100.130,8.8.8.8,15,1,0,1,1,6,1,1,0,1,Baja,permitido,normal
EVT-ML-1724,2026-06-13T04:32:00Z,network_connection,https,devops,srv-auth-01,10.10.50.23,8.8.8.8,4,0,1,1,1,3,2,2,1,0,Baja,permitido,normal
EVT-ML-1725,2026-06-13T11:46:00Z,process_creation,os,devops,srv-auth-01,10.10.30.21,10.10.50.23,11,1,1,1,1,10,3,1,2,1,Baja,fallido,fallido
EVT-ML-1726,2026-06-13T15:40:00Z,process_creation,os,deploy,ws-analyst-07,10.10.50.23,8.8.8.8,15,1,1,1,0,5,2,2,0,1,Baja,permitido,normal
EVT-ML-1727,2026-06-13T22:27:00Z,ssh_authentication,ssh,postgres,srv-db-01,203.0.113.88,8.8.8.8,22,0,0,1,1,28,3,6,22,1,Alta,fallido,sospechoso
EVT-ML-1728,2026-06-13T16:27:00Z,ssh_authentication,ssh,soporte,srv-auth-01,10.10.20.15,10.10.50.23,16,1,1,0,1,4,2,2,0,1,Baja,observado,normal
